1,86.358280,-11.166889,86.358280,-11.166889,86.358280,-11.166889,0.000000,0.000000
2,91.010183,-17.838128,86.373680,-11.168583,86.698236,-11.635452,86.523245,-11.383730
3,87.472497,-19.300772,86.392026,-11.166177,86.769495,-12.169786,86.673841,-12.506412
4,89.650425,-22.759001,86.412736,-11.158773,86.990420,-12.904145,87.784879,-16.544495
5,94.380137,-23.330181,86.435931,-11.172631,87.529273,-13.646856,91.456453,-21.199734
6,91.917575,-19.238180,86.460895,-11.187440,87.859670,-14.052020,92.560413,-21.469626
7,91.116317,-11.969270,86.478470,-11.189287,88.103980,-13.907946,92.241082,-16.221949
8,93.415519,-11.902010,86.484429,-11.188210,88.481329,-13.766529,93.222020,-12.805960
9,97.386422,-6.669322,86.493297,-11.177604,89.112934,-13.259860,96.308957,-7.795140
10,105.265794,-4.141733,86.511199,-11.160400,90.260283,-12.605592,103.193076,-4.033030
11,111.239072,-0.820314,86.529177,-11.147117,91.745518,-11.768269,110.359707,-0.634330
12,110.439813,-5.362033,86.547116,-11.140418,93.070801,-11.313603,112.170377,-3.075961
13,104.413508,-10.634901,86.565300,-11.125763,93.881701,-11.252464,107.369845,-8.716749
14,90.289207,-13.811499,86.583881,-11.108149,93.647507,-11.415216,94.121208,-13.491551
15,79.076177,-13.618870,86.601789,-11.124059,92.644168,-11.584268,80.406941,-14.694533
16,82.081067,0.387004,86.618081,-11.140890,91.919903,-10.761932,78.724352,-3.726231
17,94.279538,3.130497,86.632618,-11.159048,92.098597,-9.806349,89.569463,3.171645
18,86.409934,15.434214,86.645052,-11.177210,91.711954,-8.056400,88.529712,14.243335
19,78.755378,12.519731,86.653861,-11.192990,90.813186,-6.630747,81.098206,15.052424
20,100.550367,-8.982894,86.658558,-11.180066,91.499157,-6.783378,95.340337,-3.199990
21,125.527950,-10.257862,86.658448,-11.172806,93.881070,-7.019839,121.194770,-11.408276
22,107.685695,-6.251821,86.651901,-11.175805,94.841305,-6.968867,114.749918,-9.166950
23,85.857892,-17.037042,86.637364,-11.188667,94.198947,-7.685601,91.617845,-15.614472
24,91.002095,-17.454077,86.627939,-11.170215,93.966402,-8.352234,87.771522,-18.063550
